DATE_TIME,VOLUME,RESP_AVG
2025-04-16 2:00:00,915,14.90776932
2025-04-16 3:00:00,759,13.54943041
2025-04-16 4:00:00,899,8.632338106
2025-04-16 5:00:00,840,7.150517249
2025-04-16 6:00:00,817,6.7214162
2025-04-16 7:00:00,1089,8.676249892
2025-04-16 8:00:00,1213,7.753478496
2025-04-16 9:00:00,1078,7.378654959
2025-04-16 10:00:00,819,7.606303276
2025-04-16 11:00:00,976,7.117253767
2025-04-16 12:00:00,1025,6.765453216
2025-04-16 13:00:00,1081,7.997526929
2025-04-16 14:00:00,1443,9.210915721
2025-04-16 15:00:00,1287,6.403499601
2025-04-16 16:00:00,1065,7.479318405
2025-04-16 17:00:00,1072,8.513588203
2025-04-16 18:00:00,1483,7.403035951
2025-04-16 19:00:00,1045,6.895860133
2025-04-16 20:00:00,1381,7.884569479
2025-04-16 21:00:00,1066,6.384326082
2025-04-16 22:00:00,946,6.962744414
2025-04-16 23:00:00,817,7.31823566
2025-04-17 0:00:00,1038,6.131196274
2025-04-17 1:00:00,1064,8.358651573
2025-04-17 2:00:00,1320,11.4510082
2025-04-17 3:00:00,1019,14.96570649
2025-04-17 4:00:00,1234,10.91758208
2025-04-17 5:00:00,858,7.991656277
2025-04-17 6:00:00,960,8.123729015
2025-04-17 7:00:00,1319,7.390943165
2025-04-17 8:00:00,1310,6.351443571
2025-04-17 9:00:00,1039,7.133744269
2025-04-17 10:00:00,805,9.246325071
2025-04-17 11:00:00,875,6.380129496
2025-04-17 13:00:00,985,7.853883832
2025-04-17 15:00:00,1158,9.240337098
2025-04-17 16:00:00,1579,6.883250332
2025-04-17 17:00:00,1578,6.884115562
2025-04-17 18:00:00,1571,6.988251497
2025-04-17 19:00:00,1258,6.771050575
2025-04-17 20:00:00,889,6.358257297
2025-04-17 21:00:00,882,5.799997521
2025-04-17 22:00:00,571,5.980516482
2025-04-17 23:00:00,954,6.676478322
2025-04-18 0:00:00,752,6.556806442
2025-04-18 1:00:00,819,6.912206635
2025-04-18 2:00:00,715,6.423920228
2025-04-18 3:00:00,985,6.413165927
2025-04-18 4:00:00,642,8.556812432
2025-04-18 5:00:00,566,7.243657074
2025-04-18 6:00:00,982,7.24690445
2025-04-18 7:00:00,889,6.336530939
2025-04-18 8:00:00,690,6.300924931
2025-04-18 9:00:00,908,6.606838417
2025-04-18 10:00:00,1068,10.29545855
2025-04-18 11:00:00,1058,6.84335905
2025-04-18 12:00:00,948,7.184979561
2025-04-18 13:00:00,1240,8.93308671
2025-04-18 14:00:00,953,6.578024023
2025-04-18 15:00:00,1083,6.696460486
2025-04-18 16:00:00,1737,8.354302299
2025-04-18 17:00:00,1050,5.789516078
2025-04-18 18:00:00,850,6.569201577
